30 0.0
31 0.0
32 0.0
33 1.48809923297984e-314
34 1.00444613019402e-278
35 4.56824089617716e-245
36 1.39990619491476e-213
37 2.89052322923913e-184
38 4.02143990200897e-157
39 3.76976512412629e-132
40 2.38108331707303e-109
41 1.01335702507848e-88
42 2.90588192420118e-70
43 5.61462861653232e-54
44 7.30956776526076e-40
45 6.41194737115056e-28
46 3.78979564041296e-18
47 1.50927794290321e-10
48 4.04995547804455e-05
49 0.0732249128096324
50 0.892062058076386
51 0.0732249128096324
52 4.04995547804455e-05
53 1.50927794290321e-10
54 3.78979564041296e-18
55 6.41194737115056e-28
56 7.30956776526076e-40
57 5.61462861653232e-54
58 2.90588192420118e-70
59 1.01335702507848e-88
60 2.38108331707303e-109
61 3.76976512412629e-132
62 4.02143990200897e-157
63 2.89052322923913e-184
64 1.39990619491476e-213
65 4.56824089617716e-245
66 1.00444613019402e-278
67 1.48809923297984e-314
68 0.0
69 0.0
70 0.0
