30 7.46845090105038e-45
31 1.55108941058787e-36
32 1.04770768178888e-28
33 3.46923325498991e-22
34 4.35713492518195e-17
35 3.92935156853071e-12
36 2.23618420609259e-08
37 8.76874556174786e-05
38 0.0121217448892141
39 0.245693482051833
40 0.475646913335881
41 0.0734344289966078
42 0.00947162709785153
43 4.73284394786869e-05
44 5.77369077556585e-08
45 3.43013769615159e-12
46 7.91810425947794e-17
47 2.22573296256915e-22
48 5.52048549845441e-29
49 4.40374978668514e-36
50 7.32182044815003e-45
51 6.00919935815356e-54
52 1.03514165334048e-63
53 1.25722023107345e-74
54 3.67402706527495e-86
55 7.71153217409719e-99
56 4.3127824421174e-112
57 1.55314175261259e-126
58 7.43346281917211e-142
59 4.21188299982056e-158
60 7.71788526941059e-175
61 7.38851973809036e-193
62 1.17255236006954e-211
63 7.86346421040626e-231
64 2.96844352621479e-251
65 6.39490707045911e-273
66 9.39064641450187e-295
67 1.62145279826362e-317
68 0.0
69 0.0
70 0.0
