#expected mean:     50.0
#experimental mean: 52.9100669870629
#expected:experimental diff, unadjusted: 1.22722399109075
#expected:experimental diff, centered:   0.194967383079761
#expected_gc_content[i] =~ experimental_gc_content[i + (-2.91006698706286)]
#expected:experimental diff, found:      0.638316808967521
#expected_gc_content[i] =~ experimental_gc_content[i + (-2.7)]
#expected     max: 0.713649646461109
#experimental max: 0.791722414981024
#expected:experimental amplification: 0.901388710180971
#expected:experimental diff, amplified:  1.04355975881767
#expected_gc_content[i] =~ experimental_gc_content[i + (-2.7)] * (0.901388710180971)
#expected:experimental diff, iteratively amplified:  0.54835641309862
#expected_gc_content[i] =~ experimental_gc_content[i + (-2.7)] * (1.07333333333333)
#debiased data follows according to above linear transformation:
17      2.4839733109125e-48
18      2.11271655868155e-45
19      7.8729496329065e-43
20      3.3882355868606e-40
21      1.4724128113343e-37
22      3.65659231736661e-35
23      1.14846741350074e-32
24      2.88529820444422e-30
25      2.89798378626855e-28
26      4.85232029813045e-26
27      5.13620226500792e-24
28      2.59801018004639e-22
29      4.38210370370583e-20
30      1.50054253899789e-18
31      1.39111136299187e-16
32      3.518892062315e-15
33      1.06845686970505e-13
34      3.87158028636231e-12
35      6.00811646009384e-11
36      1.90689918545614e-09
37      2.29950188172386e-08
38      2.59067266780192e-07
39      1.93714726947499e-06
40      2.07907900062663e-05
41      0.000128691285806326
42      0.000642228583186224
43      0.00350010172908342
44      0.0107820945931453
45      0.0262116825139125
46      0.138644400463883
47      0.277153291858739
48      0.535401095557119
49      0.561763062250721
50      0.754724282021163
51      0.540137009139177
52      0.397442860062068
53      0.360473085944389
54      0.227794135359238
55      0.0886871893942969
56      0.0327596350253476
57      0.0124545987325707
58      0.00263834631369743
59      0.000328016372562905
60      7.04176213255292e-05
61      1.32416887865544e-05
62      1.40672817789918e-06
63      1.12224155374762e-07
64      1.02217975439278e-08
65      7.87927551878008e-10
66      2.53859991423872e-11
67      1.39952953543861e-12
68      3.60991937547661e-14
69      1.62093843868719e-15
70      2.76783659497655e-17
71      8.18271313339088e-19
72      1.34876427588362e-20
73      1.75454939559487e-22
74      1.867132873615e-24
75      2.41227188520142e-26
76      1.12959048290963e-28
77      1.16749988047707e-30
