20 3.30608692668035e-48
21 2.81053948361734e-45
22 1.0466592319125e-42
23 4.50514464614087e-40
24 1.95780233552561e-37
25 4.85841374513694e-35
26 1.52649024526372e-32
27 3.83369508321358e-30
28 3.8406911554134e-28
29 6.44181890764422e-26
30 6.80850879519783e-24
31 3.42868693219945e-22
32 5.81774179030721e-20
33 1.97223967670777e-18
34 1.84307109747055e-16
35 4.60454104655251e-15
36 1.40234726823667e-13
37 5.09284565793047e-12
38 7.77834094486488e-11
39 2.50468446443701e-09
40 2.95321789081942e-08
41 3.3215337866693e-07
42 2.43592797011212e-06
43 2.66278897957722e-05
44 0.000159871923636318
45 0.000786268620818984
46 0.00432154822517264
47 0.0124985218251638
48 0.0295303795291168
49 0.171875268308129
50 0.295221103101404
51 0.586077950787667
52 0.496511928256999
53 0.791722414981024
54 0.379595019763027
55 0.36629981858701
56 0.322792206334568
57 0.1648469985619
58 0.0473910237675667
59 0.0232915599452411
60 0.00659456490266603
61 0.000685310224098001
62 0.000142874641175708
63 3.24915530616033e-05
64 3.69930173121311e-06
65 2.86893993498524e-07
66 2.64120977838118e-08
67 2.28540646522685e-09
68 6.92457898069599e-11
69 4.11116436274988e-12
70 1.00800280345803e-13
71 4.84672158396294e-15
72 8.02494525081457e-17
73 2.4463738804027e-18
74 4.06463050347181e-20
75 5.31764690759027e-22
76 5.62561109371866e-24
77 7.41163728095745e-26
78 3.42387055010475e-28
79 3.60747548037651e-30
80 7.8430911213406e-33
