30 1.82037418386228e-109
31 8.97967426447528e-89
32 2.29499719345422e-70
33 4.97316991365368e-54
34 6.03434810985798e-40
35 4.89269782808341e-28
36 2.95328359535351e-18
37 1.06471008750602e-10
38 3.59049753702385e-05
39 0.0525987034077678
40 0.649259367037442
41 0.0625789839886261
42 3.11091366173702e-05
43 1.09313659745256e-10
44 2.750984123443e-18
45 5.43596733488327e-28
46 5.80468070385031e-40
47 4.42238434029146e-54
48 2.16681720386663e-70
49 8.26509548229861e-89
50 1.74816758182559e-109
51 3.37557340424241e-132
52 3.50747860225781e-157
53 2.02417485479274e-184
54 1.16483684840012e-213
55 3.51947093620911e-245
56 8.79306770399899e-279
57 1.25168120443474e-314
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
