30 2.38108331707303e-109
31 1.01335702507848e-88
32 2.90588192420118e-70
33 5.61462861653232e-54
34 7.30956776526076e-40
35 6.41194737115056e-28
36 3.78979564041296e-18
37 1.50927794290321e-10
38 4.04995547804455e-05
39 0.0732249128096324
40 0.892062058076386
41 0.0732249128096324
42 4.04995547804455e-05
43 1.50927794290321e-10
44 3.78979564041296e-18
45 6.41194737115056e-28
46 7.30956776526076e-40
47 5.61462861653232e-54
48 2.90588192420118e-70
49 1.01335702507848e-88
50 2.38108331707303e-109
51 3.76976512412629e-132
52 4.02143990200897e-157
53 2.89052322923913e-184
54 1.39990619491476e-213
55 4.56824089617716e-245
56 1.00444613019402e-278
57 1.48809923297984e-314
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
