40      7.08697495637484e-45
41      1.47186236701651e-36
42      9.9419253447544e-29
43      3.29203088805845e-22
44      4.13458801180453e-17
45      3.72865721783323e-12
46      2.12205688392411e-08
47      8.32138323779515e-05
48      0.0115233886247827
49      0.236019517730553
50      0.509637634615036
51      0.182521438249667
52      0.0264087126581387
53      0.00229186905045479
54      1.12825333477001e-05
55      1.37002057704199e-08
56      8.13808140667696e-13
57      1.87843631433472e-17
58      5.2801208790514e-23
59      1.3096275076529e-29
60      1.0447034155218e-36
61      1.73695854096606e-45
62      1.42556488462864e-54
63      2.45567088512595e-64
64      2.98250882626689e-75
65      8.71590981370941e-87
66      1.82941001143328e-99
67      1.02312318727572e-112
68      3.68452469270351e-127
69      1.76344350175774e-142
70      9.9918677026822e-159
71      1.83091715889819e-175
72      1.75278163578618e-193
73      2.78165088080124e-212
74      1.865452912118e-231
75      7.04205102517929e-252
76      1.51706648598018e-273
77      2.22774698680773e-295
78      3.84657772963578e-318
79      0.0
80      0.0
