30 1.90486665365843e-109
31 8.10685620062783e-89
32 2.32470553936095e-70
33 4.49170289322585e-54
34 5.84765421220861e-40
35 5.12955789692045e-28
36 3.03183651233037e-18
37 1.20742235432257e-10
38 3.23996438243564e-05
39 0.0585799302477059
40 0.713649646461109
41 0.0585799302477059
42 3.23996438243564e-05
43 1.20742235432257e-10
44 3.03183651233037e-18
45 5.12955789692045e-28
46 5.84765421220861e-40
47 4.49170289322585e-54
48 2.32470553936095e-70
49 8.10685620062783e-89
50 1.90486665365843e-109
51 3.01581209930103e-132
52 3.21715192160718e-157
53 2.3124185833913e-184
54 1.1199249559318e-213
55 3.65459271694173e-245
56 8.03556904155216e-279
57 1.19047938628506e-314
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
