#expected mean:     50.0
#experimental mean: 39.7823888453991
#expected:experimental diff, unadjusted: 0.69691512222759
#expected:experimental diff, centered:   0.0272863771097296
#expected_gc_content[i] =~ experimental_gc_content[i + (10.2176111546009)]
#expected:experimental diff, found:      0.129282885691297
#expected_gc_content[i] =~ experimental_gc_content[i + (10.2)]
#expected     max: 0.564189583547756
#experimental max: 0.475646913335881
#expected:experimental amplification: 1.1861520967116
#expected:experimental diff, amplified:  0.047730358128424
#expected_gc_content[i] =~ experimental_gc_content[i + (10.2)] * (1.1861520967116)
#expected:experimental diff, iteratively amplified:  0.047688293548018
#expected_gc_content[i] =~ experimental_gc_content[i + (10.2)] * (1.18333333333333)
#debiased data follows according to above linear transformation:
40	7.07013351966103e-45
41	1.46836464379072e-36
42	9.91829942431052e-29
43	3.28420772934793e-22
44	4.12476260635762e-17
45	3.7197964634284e-12
46	2.11701404308811e-08
47	8.30160836205008e-05
48	0.0114960045262855
49	0.235458642632849
50	0.508426535376901
51	0.18208769560628
52	0.02634595518183
53	0.00228642266919802
54	1.12557216159646e-05
55	1.36676486991915e-08
56	8.11874212809533e-13
57	1.87397241168182e-17
58	5.26757323747326e-23
59	1.30651531818919e-29
60	1.04222078978014e-36
61	1.73283084508422e-45
62	1.42217718240961e-54
63	2.44983524635815e-64
64	2.97542121357528e-75
65	8.69519738782468e-87
66	1.82506261453674e-99
67	1.02069184463447e-112
68	3.67576881451647e-127
69	1.75925286720407e-142
70	9.96812309957533e-159
71	1.82656618042717e-175
72	1.74861633801472e-193
73	2.77504058549791e-212
74	1.86101986312948e-231
75	7.025316345375e-252
76	1.51346134000866e-273
77	2.22245298476544e-295
78	3.83743751518771e-318
79	0.0
80	0.0
